anh,nhom,rong,cao,so_bien,bien,loai_xe,kieu_dang,vong_1_ms,vong_2_ms,vong_3_ms,vong_4_ms,vong_5_ms,trung_vi_ms
carlong_0841.png,o_to,380,285,1,51F-278.09,car,GamCao,487.9,493.8,474.0,500.5,484.9,487.9
carlong_0856.png,o_to,380,285,1,51G-513.32,car,,438.4,470.0,449.1,459.6,466.5,459.6
carlong_0870.png,o_to,380,285,1,51F-207.54,car,,454.8,448.9,457.5,448.0,447.2,448.9
carlong_0943.png,o_to,380,285,1,51F-069.48,car,GamCao,461.2,487.3,475.8,509.8,511.6,487.3
carlong_0982.png,o_to,380,285,1,51G-513.32,car,,467.1,455.9,461.4,445.9,455.9,455.9
greenpack_0003.png,xe_may,380,285,1,59L2-063.77,motorbike,,451.9,465.5,463.9,456.4,460.2,460.2
greenpack_0011.png,xe_may,380,285,1,59H1-549.86,motorbike,,455.4,457.8,449.2,455.8,465.3,455.8
greenpack_0186.png,xe_may,380,285,1,71B1-580.70,motorbike,,443.5,457.0,462.5,455.6,460.0,457.0
greenpack_0211.png,xe_may,380,285,1,60FD-1469,motorbike,,452.8,462.3,467.4,460.3,459.2,460.3
greenpack_0231.png,xe_may,380,285,1,54T3-0255,motorbike,,474.2,454.6,450.0,505.4,455.4,455.4
greenpack_0465.png,xe_may,380,285,1,49M7-1975,motorbike,,454.4,457.8,444.2,460.2,467.5,457.8
greenpack_0506.png,xe_may,380,285,1,70B1-551.32,motorbike,,459.8,451.4,461.5,455.8,451.2,455.8
greenpack_0527.png,xe_may,380,285,1,59T1-599.73,motorbike,,459.2,461.3,456.8,466.6,459.0,459.2
greenpack_0627.png,xe_may,380,285,1,59H1-528.50,motorbike,,465.3,449.0,466.5,462.9,455.2,462.9
greenpack_0678.png,xe_may,380,285,1,77H6-2229,motorbike,,462.0,515.8,456.6,454.1,464.4,462.0
greenpack_0727.png,xe_may,380,285,1,77L1-008.95,motorbike,,462.2,457.6,480.6,443.9,460.5,460.5
greenpack_0744.png,xe_may,380,285,1,71B1-113.45,motorbike,,454.2,471.1,492.9,461.7,469.5,469.5
greenpack_0782.png,xe_may,380,285,1,59Z1-206.81,motorbike,,468.9,469.9,465.3,458.6,452.7,465.3
greenpack_0825.png,xe_may,380,285,1,59U1-932.21,motorbike,,455.9,462.4,467.3,458.0,459.0,459.0
greenpack_0903.png,xe_may,380,285,1,59M1-077.90,motorbike,,457.2,455.7,466.0,476.3,464.5,464.5
greenpack_0924.png,xe_may,380,285,1,52F7-3840,motorbike,,458.1,463.3,453.2,472.1,485.4,463.3
greenpack_0991.png,xe_may,380,285,1,59M1-902.08,motorbike,,463.3,483.9,450.6,465.4,501.3,465.4
greenpack_1029.png,xe_may,380,285,1,51V2-3974,motorbike,,454.3,492.8,456.1,467.2,448.6,456.1
greenpack_1203.png,xe_may,380,285,1,59F1-322.10,motorbike,,456.1,455.0,453.5,459.8,457.0,456.1
greenpack_1255.png,xe_may,380,285,1,59U1-729.79,motorbike,,456.1,466.0,458.3,447.0,521.5,458.3
greenpack_1408.png,xe_may,380,285,1,54U3-9055,motorbike,,458.4,455.0,470.1,460.6,567.0,460.6
greenpack_1422.png,xe_may,380,285,1,59U1-769.47,motorbike,,458.8,471.2,463.0,447.8,446.9,458.8
greenpack_1561.png,xe_may,380,285,1,51H4-2822,motorbike,,449.0,457.5,457.5,460.0,458.0,457.5
greenpack_1624.png,xe_may,380,285,1,59V2-144.65,motorbike,,459.4,453.0,459.5,450.0,465.9,459.4
greenpack_1723.png,xe_may,380,285,1,66S7-2239,motorbike,,458.2,461.8,477.9,452.9,451.8,458.2
