thoi_diem,t_unix,nhan,p_tong_w,nhiet_do_c,xung_mhz,quat_rpm,cpu_pct,throttled,p_0v8_aon_w,p_0v8_sw_w,p_1v1_sys_w,p_1v8_sys_w,p_3v3_adc_w,p_3v3_dac_w,p_3v3_sys_w,p_3v7_wl_sw_w,p_ddr_vdd2_w,p_ddr_vddq_w,p_hdmi_w,p_vdd_core_w
2026-09-13T20:32:18.341,1789306338.341,,1.4707,55.1,1500,4006,0.0,0x0,0.00297,0.22407,0.20383,0.31207,0.00282,0.00322,0.18974,0.05055,0.03010,0.00000,0.06996,0.38134
2026-09-13T20:32:19.367,1789306339.368,,1.4368,55.1,1500,4010,0.0,0x0,0.00311,0.21705,0.20673,0.31030,0.00322,0.00222,0.16396,0.05051,0.03118,0.00000,0.06804,0.38052
2026-09-13T20:32:20.394,1789306340.394,,1.3886,55.6,1500,4014,0.0,0x0,0.00312,0.21627,0.20566,0.30638,0.00181,0.00322,0.16723,0.00361,0.02904,0.00029,0.06424,0.38775
2026-09-13T20:32:21.420,1789306341.420,,1.5933,55.6,1500,4017,0.2,0x0,0.00302,0.21773,0.21843,0.30927,0.00282,0.00222,0.16079,0.18442,0.04428,0.00000,0.06923,0.38107
2026-09-13T20:32:22.446,1789306342.446,,1.8180,56.2,2400,4008,9.4,0x0,0.00306,0.22387,0.20497,0.31607,0.00241,0.00242,0.16443,0.17345,0.02803,0.00029,0.06962,0.62934
2026-09-13T20:32:23.572,1789306343.572,,1.8145,56.2,2400,4012,0.0,0x0,0.00297,0.21655,0.20584,0.32134,0.00241,0.00242,0.15771,0.18396,0.03014,0.00000,0.06960,0.62156
2026-09-13T20:32:24.597,1789306344.598,,1.8100,56.2,2400,4013,0.0,0x0,0.00312,0.21705,0.20747,0.37229,0.00241,0.00322,0.28563,0.00000,0.03020,0.00000,0.06761,0.62100
2026-09-13T20:32:25.623,1789306345.623,,1.6447,56.2,2400,4020,0.0,0x0,0.00297,0.21959,0.21499,0.31800,0.00241,0.00201,0.16396,0.00362,0.01827,0.00000,0.06967,0.62915
2026-09-13T20:32:26.648,1789306346.648,,1.8035,56.8,2400,4022,0.0,0x0,0.00302,0.21821,0.20673,0.31576,0.00322,0.00262,0.15758,0.17279,0.03553,0.00000,0.06653,0.62156
2026-09-13T20:32:27.674,1789306347.674,,1.6205,55.6,1500,4046,0.0,0x0,0.00312,0.21655,0.21592,0.31207,0.00322,0.00242,0.18330,0.18804,0.03988,0.00000,0.06791,0.38803
2026-09-13T20:32:28.700,1789306348.701,,1.4494,55.6,1500,3963,0.2,0x0,0.00311,0.21568,0.20584,0.31384,0.00262,0.00222,0.17059,0.04701,0.03020,0.00000,0.06989,0.38845
2026-09-13T20:32:29.727,1789306349.727,,1.4422,55.1,1500,3952,0.0,0x0,0.00302,0.21771,0.20552,0.30813,0.00282,0.00222,0.15436,0.05787,0.03547,0.00000,0.06732,0.38775
2026-09-13T20:32:30.753,1789306350.754,,1.4560,55.6,1500,3956,0.0,0x0,0.00312,0.21841,0.21642,0.31148,0.00282,0.00242,0.16401,0.05061,0.03027,0.00000,0.06857,0.38789
2026-09-13T20:32:31.779,1789306351.780,,1.5291,55.6,1500,3961,0.2,0x0,0.00312,0.21578,0.22080,0.31038,0.00221,0.00222,0.17092,0.10484,0.04261,0.00000,0.06805,0.38817
2026-09-13T20:32:32.805,1789306352.806,,2.1885,56.8,2400,3953,9.3,0x0,0.00307,0.21851,0.20477,0.31993,0.00282,0.00222,0.51046,0.19839,0.03972,0.00000,0.06766,0.62100
2026-09-13T20:32:33.831,1789306353.832,,2.0705,56.8,2400,3957,11.5,0x0,0.00302,0.22397,0.20411,0.32161,0.00282,0.00222,0.40714,0.16576,0.04205,0.00000,0.06852,0.62934
2026-09-13T20:32:34.857,1789306354.857,,2.0507,56.2,2400,3955,6.1,0x0,0.00317,0.21879,0.20518,0.31590,0.00282,0.00222,0.40440,0.16334,0.04306,0.00000,0.07080,0.62100
2026-09-13T20:32:35.882,1789306355.883,,1.8847,57.3,2400,3957,10.3,0x0,0.00312,0.22193,0.20444,0.32989,0.00302,0.00242,0.30306,0.02886,0.08116,0.00000,0.06969,0.63712
2026-09-13T20:32:36.908,1789306356.908,,1.7934,57.9,2400,3960,17.1,0x0,0.00307,0.21929,0.20458,0.32327,0.00241,0.00242,0.20000,0.00000,0.14526,0.00147,0.07058,0.62100
2026-09-13T20:32:37.933,1789306357.934,,2.6427,57.3,2400,3971,13.5,0x0,0.00297,0.21861,0.20896,0.33345,0.00241,0.00262,0.29611,0.01812,0.06586,0.00000,0.06715,1.42640
2026-09-13T20:32:38.959,1789306358.959,,2.0522,57.9,2400,3999,12.4,0x0,0.00297,0.21773,0.21807,0.32271,0.00322,0.00222,0.47849,0.05427,0.04622,0.00000,0.06844,0.63788
2026-09-13T20:32:39.985,1789306359.985,,1.7954,56.2,2400,3944,6.7,0x0,0.00307,0.23156,0.20424,0.31750,0.00342,0.00262,0.25041,0.04351,0.04074,0.00000,0.06879,0.62953
2026-09-13T20:32:41.011,1789306361.011,,2.6875,57.3,2400,3947,12.2,0x0,0.00287,0.25359,0.20451,0.33908,0.00241,0.00242,0.16125,0.20235,0.16758,0.01035,0.06611,1.27500
2026-09-13T20:32:42.037,1789306362.037,,3.1839,58.4,2400,3943,17.3,0x0,0.00297,0.23213,0.20673,0.32507,0.00282,0.00222,0.25091,0.20250,0.15152,0.00089,0.06796,1.73823
2026-09-13T20:32:43.063,1789306363.063,,5.7084,58.4,2400,3944,16.1,0x0,0.00312,0.28211,0.21520,0.35193,0.00221,0.00262,0.17039,0.23867,0.22377,0.00831,0.06637,4.14374
2026-09-13T20:32:44.092,1789306364.093,,3.2743,57.9,2400,3945,29.9,0x0,0.00302,0.28927,0.20660,0.32622,0.00322,0.00241,0.18294,0.19532,0.32107,0.00590,0.06635,1.67192
2026-09-13T20:32:45.123,1789306365.124,,5.5077,63.9,2400,3911,80.0,0x0,0.00297,0.27782,0.20424,0.31985,0.00281,0.00222,0.16713,0.18081,0.35425,0.00148,0.06549,3.92859
2026-09-13T20:32:46.151,1789306366.152,,8.3348,63.9,2400,5495,89.6,0x0,0.00302,0.31996,0.20753,0.37753,0.00241,0.00242,0.18710,0.18433,0.35736,0.00265,0.06451,6.62601
2026-09-13T20:32:47.190,1789306367.191,,4.4233,64.5,2400,5550,91.2,0x0,0.00311,0.31937,0.20875,0.33669,0.00302,0.00241,0.17351,0.26004,0.14619,0.00237,0.06455,2.90334
2026-09-13T20:32:48.226,1789306368.227,,5.2470,65.0,2400,5567,92.6,0x0,0.00287,0.26881,0.21055,0.37929,0.00241,0.00222,0.15776,0.14837,0.42203,0.01123,0.06815,3.57334
2026-09-13T20:32:49.258,1789306369.258,,8.7430,66.7,2400,5593,92.4,0x0,0.00297,0.32010,0.20625,0.33688,0.00282,0.00282,0.27649,0.19478,0.42381,0.00887,0.06800,6.89918
2026-09-13T20:32:50.294,1789306370.294,,6.2831,66.7,2400,5605,91.5,0x0,0.00297,0.22027,0.20350,0.31766,0.00281,0.00282,0.16433,0.18799,0.07142,0.00000,0.06817,5.04117
2026-09-13T20:32:51.328,1789306371.329,,9.1923,67.2,2400,7358,92.2,0x0,0.00302,0.27042,0.20875,0.35138,0.00241,0.00262,0.20891,0.20989,0.37286,0.01598,0.06908,7.47692
2026-09-13T20:32:52.357,1789306372.358,,5.2880,66.7,2400,7637,91.5,0x0,0.00307,0.36993,0.20639,0.39355,0.00281,0.00282,0.16803,0.20220,0.38514,0.00593,0.06754,3.48064
2026-09-13T20:32:53.390,1789306373.391,,8.7339,66.7,2400,7720,91.7,0x0,0.00389,0.23124,0.20135,0.35100,0.00282,0.00282,0.16415,0.20628,0.23824,0.00000,0.06766,7.26451
2026-09-13T20:32:54.430,1789306374.430,,5.9607,67.8,2400,7890,92.0,0x0,0.00297,0.21841,0.20438,0.35288,0.00282,0.00282,0.15749,0.01450,0.31316,0.01894,0.07163,4.60073
2026-09-13T20:32:55.466,1789306375.467,,8.9947,67.8,2400,8012,90.9,0x0,0.00292,0.24470,0.20889,0.32994,0.00282,0.00282,0.19284,0.21196,0.24633,0.00000,0.06541,7.48610
2026-09-13T20:32:56.498,1789306376.498,,3.5155,68.8,2400,8042,92.4,0x0,0.00297,0.26878,0.20390,0.36855,0.00281,0.00282,0.17999,0.21715,0.33301,0.01155,0.06892,1.85504
2026-09-13T20:32:57.529,1789306377.529,,6.5932,67.8,2400,8066,90.6,0x0,0.00311,0.26936,0.20673,0.38125,0.00241,0.00322,0.16718,0.18359,0.50783,0.01625,0.06734,4.78489
2026-09-13T20:32:58.562,1789306378.563,,6.8413,67.8,2400,8055,90.7,0x0,0.00292,0.29313,0.21814,0.35927,0.00241,0.00262,0.17044,0.01086,0.31998,0.01127,0.06809,5.38214
2026-09-13T20:32:59.599,1789306379.599,,5.0013,69.4,2400,8053,91.0,0x0,0.00302,0.26899,0.20625,0.39706,0.00242,0.00262,0.15753,0.00000,0.38496,0.00740,0.06371,3.50730
2026-09-13T20:33:00.630,1789306380.630,,4.8171,68.8,2400,8068,91.5,0x0,0.00297,0.29104,0.20397,0.38084,0.00241,0.00181,0.16751,0.20240,0.41919,0.01691,0.06533,3.06276
2026-09-13T20:33:01.661,1789306381.662,,4.5593,68.3,2400,8105,90.6,0x0,0.00302,0.27602,0.20673,0.31816,0.00281,0.00282,0.21189,0.17162,0.38539,0.00089,0.06341,2.91656
2026-09-13T20:33:02.690,1789306382.690,,7.2526,69.4,2400,8112,90.3,0x0,0.00287,0.29499,0.20411,0.39663,0.00281,0.00181,0.17692,0.19498,0.20068,0.02397,0.06490,5.68797
2026-09-13T20:33:03.722,1789306383.723,,6.7304,69.4,2400,8101,91.2,0x0,0.00316,0.32215,0.20545,0.38961,0.00282,0.00241,0.20903,0.19914,0.42194,0.01279,0.06173,4.90017
2026-09-13T20:33:04.758,1789306384.759,,5.7371,70.5,2400,8092,91.7,0x0,0.00297,0.36777,0.20504,0.37908,0.00282,0.00242,0.20283,0.23399,0.46897,0.04071,0.06700,3.76351
2026-09-13T20:33:05.787,1789306385.788,,5.3096,70.0,2400,8075,90.6,0x0,0.00297,0.27033,0.20532,0.32468,0.00282,0.00242,0.16424,0.05799,0.24582,0.01214,0.06598,3.95487
2026-09-13T20:33:06.823,1789306386.823,,6.8292,68.8,2400,8099,90.9,0x0,0.00301,0.30705,0.20632,0.40072,0.00261,0.00322,0.16718,0.05436,0.19362,0.02486,0.06672,5.39955
2026-09-13T20:33:07.858,1789306387.859,,8.4072,69.4,2400,8068,92.5,0x0,0.00292,0.26767,0.20511,0.38249,0.00282,0.00282,0.16723,0.00000,0.28332,0.00089,0.06563,7.02631
2026-09-13T20:33:08.891,1789306388.891,,6.4727,69.4,2400,8017,90.9,0x0,0.00297,0.31265,0.20444,0.44051,0.00281,0.00282,0.29198,0.18456,0.44696,0.00533,0.06329,4.51438
2026-09-13T20:33:09.920,1789306389.921,,5.4549,70.5,2400,8006,90.5,0x0,0.00306,0.22278,0.21090,0.34435,0.00281,0.00281,0.17722,0.23546,0.13951,0.00000,0.06477,4.05120
2026-09-13T20:33:10.950,1789306390.951,,8.5070,70.0,2400,8053,90.2,0x0,0.00306,0.22647,0.20552,0.36157,0.00242,0.00322,0.16392,0.10110,0.28313,0.01662,0.06802,7.07193
