thoi_diem,t_unix,nhan,p_tong_w,nhiet_do_c,xung_mhz,cpu_pct,throttled,p_0v8_aon_w,p_0v8_sw_w,p_1v1_sys_w,p_1v8_sys_w,p_3v3_adc_w,p_3v3_dac_w,p_3v3_sys_w,p_3v7_wl_sw_w,p_ddr_vdd2_w,p_ddr_vddq_w,p_hdmi_w,p_vdd_core_w
2026-09-13T13:27:09.582,1789280829.583,,2.9210,63.9,2400,32.3,0x0,0.00287,0.22309,0.20875,0.33170,0.00242,0.00262,0.17039,0.20581,0.09700,0.00147,0.06718,1.60775
2026-09-13T13:27:10.608,1789280830.609,,4.8206,63.4,2400,34.6,0x0,0.00302,0.29227,0.20840,0.35841,0.00241,0.00222,0.15170,0.21648,0.32248,0.02972,0.07080,3.16264
2026-09-13T13:27:11.634,1789280831.635,,4.0009,62.2,2400,32.8,0x0,0.00287,0.25452,0.20584,0.33206,0.00241,0.00483,0.17107,0.19779,0.11517,0.00353,0.06843,2.64242
2026-09-13T13:27:12.660,1789280832.661,,3.8196,63.4,2400,32.9,0x0,0.00297,0.22943,0.27761,0.33688,0.00282,0.00282,0.17371,0.21713,0.07099,0.00621,0.07077,2.42827
2026-09-13T13:27:13.687,1789280833.688,,3.6462,62.8,2400,32.8,0x0,0.00307,0.21763,0.20673,0.31750,0.00322,0.00322,0.16746,0.20602,0.03866,0.00000,0.06966,2.41307
2026-09-13T13:27:14.714,1789280834.715,,2.7845,63.4,2400,32.8,0x0,0.00311,0.26767,0.20660,0.32271,0.00262,0.00242,0.18631,0.18031,0.06228,0.00000,0.07056,1.47995
2026-09-13T13:27:15.740,1789280835.741,,3.0172,62.8,2400,32.1,0x0,0.00297,0.23724,0.24019,0.32271,0.00322,0.00242,0.24180,0.19473,0.17838,0.00236,0.06959,1.52157
2026-09-13T13:27:16.766,1789280836.767,,3.7546,63.4,2400,32.8,0x0,0.00302,0.22122,0.21900,0.33157,0.00261,0.00222,0.18974,0.17670,0.14404,0.00089,0.06713,2.39642
2026-09-13T13:27:17.792,1789280837.793,,3.6197,63.4,2400,40.1,0x0,0.00311,0.22485,0.20639,0.32292,0.00282,0.00242,0.17049,0.00000,0.10893,0.00147,0.06990,2.50637
2026-09-13T13:27:18.819,1789280838.819,,3.4303,63.9,2400,32.6,0x0,0.00316,0.26701,0.20363,0.32327,0.00302,0.00242,0.21794,0.00361,0.06040,0.00177,0.06772,2.27631
2026-09-13T13:27:19.846,1789280839.846,,3.6037,63.9,2400,32.7,0x0,0.00297,0.22037,0.20532,0.32256,0.00281,0.00282,0.17772,0.05074,0.06795,0.00000,0.07215,2.47828
2026-09-13T13:27:20.873,1789280840.873,,3.8519,63.4,2400,35.0,0x0,0.00287,0.27938,0.20497,0.32274,0.00261,0.00181,0.17677,0.20560,0.05914,0.00119,0.07024,2.52457
2026-09-13T13:27:21.899,1789280841.899,,3.8971,64.5,2400,39.4,0x0,0.00287,0.21783,0.20552,0.32432,0.00282,0.00242,0.24454,0.20200,0.05039,0.00000,0.06890,2.57545
2026-09-13T13:27:22.924,1789280842.925,,3.8697,63.9,2400,32.7,0x0,0.00302,0.23724,0.20303,0.34367,0.00262,0.00181,0.17092,0.05074,0.21296,0.00267,0.07026,2.57080
2026-09-13T13:27:23.953,1789280843.953,,3.8790,63.9,2400,32.5,0x0,0.00302,0.22115,0.20625,0.34574,0.00241,0.00242,0.15115,0.19498,0.22889,0.00888,0.06923,2.44493
2026-09-13T13:27:24.984,1789280844.984,,3.9363,64.5,2400,34.4,0x0,0.00302,0.27254,0.20889,0.37945,0.00261,0.00181,0.18315,0.16260,0.22872,0.00711,0.06965,2.41671
2026-09-13T13:27:26.011,1789280846.011,,3.0945,62.8,2400,38.7,0x0,0.00311,0.25105,0.20673,0.33512,0.00402,0.00242,0.16406,0.18790,0.14467,0.00767,0.06912,1.71866
2026-09-13T13:27:27.036,1789280847.037,,2.6707,62.8,2400,32.4,0x0,0.00302,0.25301,0.20625,0.33844,0.00281,0.00282,0.17677,0.18072,0.17958,0.00533,0.07199,1.24996
2026-09-13T13:27:28.062,1789280848.062,,2.7909,62.2,2400,24.7,0x0,0.00311,0.22823,0.20680,0.34221,0.00262,0.00242,0.18647,0.00000,0.18005,0.00177,0.06879,1.56842
2026-09-13T13:27:29.088,1789280849.088,,2.8633,63.4,2400,35.9,0x0,0.00297,0.24181,0.20552,0.33381,0.00282,0.00282,0.17400,0.11569,0.11328,0.00000,0.06979,1.60075
2026-09-13T13:27:30.114,1789280850.114,,5.6958,65.0,2400,41.7,0x0,0.00307,0.22990,0.21843,0.34749,0.00241,0.00262,0.17030,0.20602,0.17653,0.00000,0.06526,4.27381
2026-09-13T13:27:31.141,1789280851.141,,4.0895,65.5,2400,52.8,0x0,0.00311,0.23657,0.20948,0.38259,0.00282,0.00242,0.17049,0.20266,0.07527,0.00268,0.06892,2.73245
2026-09-13T13:27:32.167,1789280852.168,,5.0975,66.1,2400,50.1,0x0,0.00311,0.21919,0.21750,0.34071,0.00282,0.00282,0.20289,0.19180,0.10997,0.00714,0.06670,3.73284
2026-09-13T13:27:33.193,1789280853.194,,5.4131,66.1,2400,51.5,0x0,0.00297,0.21821,0.20680,0.30988,0.00241,0.00181,0.17732,0.18818,0.09146,0.00118,0.06659,4.14624
2026-09-13T13:27:34.220,1789280854.221,,2.8341,63.9,2400,46.5,0x0,0.00312,0.21763,0.20667,0.32661,0.00282,0.00242,0.20311,0.19506,0.03260,0.00000,0.06725,1.57686
2026-09-13T13:27:35.246,1789280855.246,,2.7556,63.9,2400,30.9,0x0,0.00297,0.23021,0.20518,0.33030,0.00241,0.00262,0.17030,0.00361,0.09472,0.00207,0.07064,1.64057
2026-09-13T13:27:36.272,1789280856.272,,3.3583,63.4,2400,25.1,0x0,0.00311,0.34274,0.20584,0.34044,0.00261,0.00242,0.18004,0.00362,0.15423,0.00119,0.06738,2.05470
2026-09-13T13:27:37.300,1789280857.300,,3.8371,65.5,2400,49.4,0x0,0.00311,0.28562,0.20625,0.38299,0.00403,0.00222,0.17361,0.21179,0.38565,0.01693,0.06976,2.09515
2026-09-13T13:27:38.328,1789280858.328,,5.8345,66.7,2400,61.7,0x0,0.00302,0.39451,0.20538,0.36349,0.00241,0.00262,0.16732,0.21351,0.23042,0.00977,0.06892,4.17310
2026-09-13T13:27:39.356,1789280859.356,,5.2958,67.2,2400,60.6,0x0,0.00302,0.34415,0.20598,0.34398,0.00241,0.00242,0.17375,0.21643,0.19720,0.01398,0.07219,3.72028
2026-09-13T13:27:40.384,1789280860.384,,4.5178,68.3,2400,58.8,0x0,0.00292,0.31548,0.27565,0.37908,0.00241,0.00242,0.19661,0.22059,0.25039,0.01483,0.07170,2.78570
2026-09-13T13:27:41.411,1789280861.412,,5.2578,68.3,2400,63.0,0x0,0.00297,0.25261,0.20740,0.32468,0.00282,0.00242,0.16120,0.21010,0.07597,0.00148,0.06846,3.94773
2026-09-13T13:27:42.540,1789280862.540,,4.6710,67.2,2400,61.7,0x0,0.00311,0.22319,0.20552,0.34221,0.00402,0.00242,0.17044,0.20989,0.07197,0.00029,0.06905,3.36888
2026-09-13T13:27:43.566,1789280863.567,,5.0714,67.8,2400,60.9,0x0,0.00297,0.31553,0.20525,0.32507,0.00281,0.00282,0.17087,0.20245,0.06374,0.00000,0.06983,3.71008
2026-09-13T13:27:44.596,1789280864.596,,4.4654,68.3,2400,60.2,0x0,0.00321,0.30868,0.20552,0.37058,0.00262,0.00181,0.16070,0.17388,0.22612,0.00769,0.07294,2.93161
2026-09-13T13:27:45.624,1789280865.625,,4.8440,67.8,2400,55.5,0x0,0.00302,0.24114,0.20552,0.34435,0.00281,0.00282,0.17390,0.00000,0.07027,0.00178,0.06675,3.73161
2026-09-13T13:27:46.652,1789280866.652,,5.0969,68.8,2400,61.4,0x0,0.00297,0.23568,0.32711,0.38125,0.00281,0.00282,0.17732,0.00362,0.28019,0.01487,0.06855,3.59970
2026-09-13T13:27:47.679,1789280867.680,,5.7206,68.3,2400,60.6,0x0,0.00311,0.31776,0.20357,0.36855,0.00282,0.00282,0.16093,0.18799,0.24442,0.01184,0.07008,4.14671
2026-09-13T13:27:48.707,1789280868.707,,3.7076,68.3,2400,61.0,0x0,0.00297,0.24159,0.20458,0.34576,0.00241,0.00221,0.19301,0.22656,0.19349,0.00742,0.06833,2.21926
2026-09-13T13:27:49.734,1789280869.734,,4.9268,68.3,2400,61.5,0x0,0.00306,0.22943,0.20538,0.34047,0.00241,0.00262,0.18004,0.22386,0.17982,0.01393,0.07142,3.47437
2026-09-13T13:27:50.761,1789280870.762,,4.6136,68.3,2400,60.6,0x0,0.00287,0.29055,0.19987,0.35809,0.00241,0.00242,0.17020,0.23885,0.24393,0.00208,0.06716,3.03517
2026-09-13T13:27:51.790,1789280871.790,,4.6882,68.3,2400,61.8,0x0,0.00301,0.27938,0.20229,0.42200,0.00261,0.00262,0.29756,0.23155,0.20486,0.00000,0.06905,2.97323
2026-09-13T13:27:52.819,1789280872.819,,2.9872,65.5,2400,51.1,0x0,0.00297,0.24181,0.23971,0.36680,0.00281,0.00282,0.17020,0.20916,0.22100,0.00297,0.07037,1.45652
2026-09-13T13:27:53.845,1789280873.845,,2.1225,64.5,2400,21.0,0x0,0.00307,0.21743,0.27500,0.33689,0.00261,0.00181,0.24078,0.18795,0.08803,0.00000,0.06810,0.70083
2026-09-13T13:27:54.875,1789280874.876,,3.1250,63.9,2400,19.3,0x0,0.00297,0.23209,0.20566,0.35978,0.00282,0.00282,0.17078,0.18094,0.19286,0.00088,0.06912,1.70428
2026-09-13T13:27:55.901,1789280875.901,,3.3839,63.4,2400,25.3,0x0,0.00292,0.22241,0.34110,0.34787,0.00241,0.00242,0.18947,0.19166,0.21162,0.00207,0.06957,1.80039
2026-09-13T13:27:56.932,1789280876.933,,4.4387,67.8,2400,95.6,0x0,0.00287,0.32593,0.20444,0.39286,0.00282,0.00282,0.17054,0.03982,0.45717,0.01450,0.06696,2.75801
2026-09-13T13:27:57.962,1789280877.963,,8.9069,70.5,2400,99.5,0x0,0.00306,0.23146,0.27528,0.35100,0.00242,0.00242,0.18367,0.05789,0.24418,0.00000,0.07045,7.48504
2026-09-13T13:27:58.996,1789280878.997,,6.6467,71.0,2400,98.8,0x0,0.00311,0.26964,0.20955,0.36663,0.00281,0.00282,0.18289,0.21686,0.30989,0.00473,0.06833,5.00945
2026-09-13T13:28:00.026,1789280880.027,,3.0511,65.5,2400,55.8,0x0,0.00301,0.21783,0.20504,0.33381,0.00241,0.00181,0.17073,0.17732,0.09335,0.00000,0.06978,1.77596
2026-09-13T13:28:01.052,1789280881.053,,3.5241,66.1,2400,25.1,0x0,0.00307,0.23369,0.27608,0.34925,0.00281,0.00282,0.18336,0.19156,0.15705,0.00000,0.06976,2.05470
2026-09-13T13:28:02.079,1789280882.080,,8.5727,68.3,2400,51.7,0x0,0.00297,0.25085,0.21914,0.36460,0.00261,0.00181,0.18647,0.20266,0.25196,0.00623,0.06876,7.01460
2026-09-13T13:28:03.112,1789280883.112,,7.8746,68.8,2400,78.8,0x0,0.00306,0.31513,0.20532,0.39851,0.00241,0.00242,0.15789,0.17670,0.38135,0.01772,0.06830,6.14578
2026-09-13T13:28:04.245,1789280884.246,,8.8661,71.0,2400,92.9,0x0,0.00291,0.22922,0.20088,0.35481,0.00282,0.00241,0.16456,0.21692,0.31302,0.00178,0.06924,7.30754
2026-09-13T13:28:05.280,1789280885.280,,5.1575,71.0,2400,92.0,0x0,0.00297,0.27117,0.20767,0.35958,0.00281,0.00181,0.19064,0.22776,0.46264,0.00917,0.06840,3.35291
2026-09-13T13:28:06.316,1789280886.317,,6.0145,70.5,2400,91.4,0x0,0.00287,0.21889,0.20584,0.33964,0.00361,0.00282,0.15187,0.22437,0.17791,0.00000,0.06800,4.61872
2026-09-13T13:28:07.347,1789280887.348,,4.3637,70.5,2400,91.2,0x0,0.00297,0.31490,0.20538,0.35253,0.00282,0.00282,0.17677,0.15971,0.48217,0.00681,0.06930,2.58750
2026-09-13T13:28:08.376,1789280888.377,,5.7778,71.6,2400,94.6,0x0,0.00297,0.31752,0.20639,0.42555,0.00261,0.00181,0.28484,0.22358,0.44577,0.03498,0.06824,3.76351
2026-09-13T13:28:09.412,1789280889.413,,7.6220,72.2,2400,93.2,0x0,0.00311,0.23468,0.20639,0.35470,0.00281,0.00242,0.17667,0.18081,0.20927,0.00030,0.06759,6.18321
2026-09-13T13:28:10.443,1789280890.444,,9.4146,71.6,2400,84.5,0x0,0.00297,0.25397,0.21148,0.34902,0.00281,0.00241,0.17097,0.20266,0.56105,0.01365,0.06530,7.57827
2026-09-13T13:28:11.471,1789280891.472,,4.4349,71.0,2400,90.9,0x0,0.00302,0.31017,0.20577,0.35189,0.00281,0.00181,0.16410,0.20984,0.53890,0.01092,0.06741,2.56825
2026-09-13T13:28:12.500,1789280892.500,,6.2468,71.6,2400,91.0,0x0,0.00297,0.31187,0.20370,0.36505,0.00282,0.00282,0.18361,0.18392,0.21370,0.01715,0.06989,4.68935
2026-09-13T13:28:13.533,1789280893.534,,4.2178,70.5,2400,91.7,0x0,0.00311,0.26341,0.20678,0.37226,0.00281,0.00141,0.17025,0.16996,0.13132,0.00385,0.06542,2.82720
2026-09-13T13:28:14.561,1789280894.562,,4.5824,72.2,2400,90.4,0x0,0.00297,0.26389,0.20337,0.40877,0.00281,0.00242,0.15798,0.03624,0.28360,0.00030,0.06731,3.15277
2026-09-13T13:28:15.593,1789280895.593,,7.9728,72.2,2400,92.2,0x0,0.00306,0.26640,0.20673,0.37680,0.00282,0.00181,0.16052,0.05074,0.41276,0.02131,0.06490,6.40493
2026-09-13T13:28:16.632,1789280896.633,,8.3887,71.6,2400,93.5,0x0,0.00292,0.30449,0.21736,0.40851,0.00281,0.00322,0.24092,0.00362,0.48647,0.01246,0.06661,6.63933
2026-09-13T13:28:17.662,1789280897.662,,3.2231,68.3,2400,54.0,0x0,0.00287,0.28445,0.24063,0.37382,0.00241,0.00242,0.18320,0.18392,0.31738,0.00768,0.07138,1.55297
2026-09-13T13:28:18.689,1789280898.689,,2.0976,66.1,2400,14.9,0x0,0.00306,0.21743,0.27322,0.33345,0.00241,0.00181,0.20903,0.17710,0.08835,0.00000,0.06748,0.72428
2026-09-13T13:28:19.715,1789280899.716,,2.0325,65.5,2400,0.2,0x0,0.00302,0.21773,0.22059,0.33696,0.00242,0.00322,0.19595,0.18433,0.08108,0.00000,0.07069,0.71654
2026-09-13T13:28:20.741,1789280900.742,,1.9815,65.0,2400,0.0,0x0,0.00302,0.21568,0.20632,0.33696,0.00241,0.00242,0.17044,0.18072,0.08704,0.00000,0.06768,0.70879
2026-09-13T13:28:21.767,1789280901.767,,3.0494,64.5,2400,1.2,0x0,0.00302,0.22153,0.33838,0.32854,0.00282,0.00282,0.19273,1.07852,0.08895,0.00000,0.06755,0.72450
2026-09-13T13:28:22.796,1789280902.797,,2.9529,64.5,2400,12.2,0x0,0.00297,0.21421,0.20573,0.35276,0.00281,0.00282,0.16751,0.20245,0.19724,0.00000,0.06829,1.53611
2026-09-13T13:28:23.823,1789280903.823,,3.1326,64.5,2400,29.1,0x0,0.00306,0.24381,0.32744,0.35100,0.00242,0.00322,0.16666,0.20968,0.24674,0.00294,0.07086,1.50473
2026-09-13T13:28:24.857,1789280904.857,,5.2204,68.8,2400,81.8,0x0,0.00292,0.40202,0.21936,0.41103,0.00261,0.00161,0.17044,0.19874,0.56447,0.01096,0.06567,3.17060
2026-09-13T13:28:25.891,1789280905.892,,5.1297,71.6,2400,100.0,0x0,0.00297,0.33151,0.20712,0.37290,0.00282,0.00161,0.17356,0.00362,0.49985,0.01657,0.06745,3.44975
2026-09-13T13:28:26.928,1789280906.928,,8.6087,72.7,2400,98.1,0x0,0.00302,0.22173,0.20605,0.33626,0.00302,0.00241,0.15144,0.02530,0.16809,0.00326,0.06800,7.42016
2026-09-13T13:28:27.960,1789280907.961,,3.3475,68.8,2400,69.2,0x0,0.00297,0.22455,0.21327,0.34241,0.00241,0.00242,0.23831,0.04689,0.17461,0.00030,0.06794,2.03142
2026-09-13T13:28:28.986,1789280908.987,,2.5600,67.8,2400,24.9,0x0,0.00311,0.25417,0.20826,0.36704,0.00282,0.00242,0.16429,0.05050,0.24154,0.00266,0.06865,1.19459
2026-09-13T13:28:30.020,1789280910.020,,8.4125,68.3,2400,36.7,0x0,0.00297,0.25897,0.20518,0.35605,0.00281,0.00282,0.18931,0.18475,0.17999,0.01185,0.07113,6.94665
2026-09-13T13:28:31.050,1789280911.051,,5.1258,68.8,2400,80.8,0x0,0.00311,0.25608,0.21191,0.38166,0.00282,0.00282,0.19273,0.19859,0.11028,0.01179,0.06690,3.68710
2026-09-13T13:28:32.081,1789280912.081,,3.7203,71.0,2400,92.9,0x0,0.00311,0.21625,0.21822,0.36065,0.00281,0.00282,0.17667,0.22025,0.27608,0.00000,0.06732,2.17612
2026-09-13T13:28:33.112,1789280913.113,,4.2494,71.6,2400,92.4,0x0,0.00301,0.25969,0.21041,0.37058,0.00322,0.00282,0.16415,0.22274,0.13848,0.00296,0.06547,2.80584
2026-09-13T13:28:34.140,1789280914.141,,4.6230,72.2,2400,93.4,0x0,0.00297,0.33338,0.20518,0.33209,0.00281,0.00161,0.17006,0.18094,0.21092,0.02069,0.06863,3.09373
2026-09-13T13:28:35.172,1789280915.173,,6.2855,73.2,2400,92.9,0x0,0.00292,0.23626,0.20525,0.34071,0.00281,0.00242,0.16075,0.20968,0.17109,0.01305,0.06666,4.87393
2026-09-13T13:28:36.208,1789280916.208,,6.2696,72.7,2400,91.5,0x0,0.00306,0.32219,0.20202,0.34925,0.00141,0.00141,0.24126,0.19884,0.12143,0.00476,0.06647,4.75747
2026-09-13T13:28:37.239,1789280917.239,,7.3125,72.7,2400,91.7,0x0,0.00297,0.29200,0.20639,0.34398,0.00282,0.00242,0.17727,0.18438,0.15459,0.01037,0.06593,5.86940
2026-09-13T13:28:38.268,1789280918.268,,5.3459,72.2,2400,91.4,0x0,0.00311,0.25993,0.20102,0.40250,0.00141,0.00141,0.16424,0.00725,0.21284,0.01063,0.06455,4.01704
2026-09-13T13:28:39.299,1789280919.299,,4.5210,73.2,2400,92.9,0x0,0.00316,0.32501,0.20337,0.37722,0.00141,0.00141,0.17410,0.22415,0.27782,0.01601,0.06541,2.85195
2026-09-13T13:28:40.328,1789280920.328,,6.4477,73.8,2400,92.4,0x0,0.00297,0.23301,0.20680,0.34223,0.00141,0.00141,0.18004,0.18818,0.44159,0.00148,0.06736,4.78124
2026-09-13T13:28:41.364,1789280921.364,,4.7466,73.2,2400,90.4,0x0,0.00277,0.31308,0.20819,0.39289,0.00302,0.00181,0.17687,0.00000,0.44655,0.01038,0.06960,3.12140
2026-09-13T13:28:42.397,1789280922.397,,6.0882,72.2,2400,91.2,0x0,0.00302,0.29316,0.20740,0.39041,0.00281,0.00181,0.17667,0.22075,0.40108,0.01944,0.06857,4.30312
2026-09-13T13:28:43.430,1789280923.431,,9.3670,72.7,2400,94.1,0x0,0.00321,0.24026,0.27242,0.41142,0.00141,0.00141,0.23764,0.20220,0.25842,0.01059,0.06445,7.66362
2026-09-13T13:28:44.459,1789280924.460,,7.3440,74.3,2400,93.6,0x0,0.00302,0.35319,0.22070,0.35288,0.00301,0.00181,0.18621,0.19561,0.15594,0.00355,0.06679,5.80124
2026-09-13T13:28:45.492,1789280925.493,,5.9136,74.3,2400,89.1,0x0,0.00302,0.21498,0.20889,0.34837,0.00301,0.00181,0.17390,0.21686,0.34747,0.00177,0.07043,4.32312
2026-09-13T13:28:46.523,1789280926.524,,6.4215,73.8,2400,91.3,0x0,0.00312,0.21763,0.20712,0.33723,0.00281,0.00161,0.16713,0.17388,0.12027,0.00029,0.06954,5.12081
2026-09-13T13:28:47.554,1789280927.555,,4.7405,73.8,2400,92.4,0x0,0.00311,0.27485,0.27331,0.37600,0.00221,0.00282,0.19022,0.19834,0.33257,0.00770,0.06881,3.01054
2026-09-13T13:28:48.584,1789280928.585,,6.4652,74.9,2400,93.7,0x0,0.00311,0.31215,0.20792,0.36634,0.00281,0.00282,0.19006,0.19180,0.17199,0.01009,0.06695,4.93913
2026-09-13T13:28:49.616,1789280929.617,,6.0745,74.9,2400,93.6,0x0,0.00302,0.21987,0.20667,0.33191,0.00281,0.00161,0.17035,0.19859,0.08351,0.00000,0.06842,4.78777
2026-09-13T13:28:50.649,1789280930.649,,9.6131,74.9,2400,93.4,0x0,0.00306,0.31470,0.20470,0.37849,0.00281,0.00181,0.17063,0.24958,0.48110,0.02038,0.06455,7.72134
2026-09-13T13:28:51.680,1789280931.681,,8.8656,73.8,2400,91.6,0x0,0.00301,0.23691,0.20559,0.34047,0.00221,0.00241,0.16102,0.16562,0.17251,0.00474,0.06495,7.50618
2026-09-13T13:28:52.715,1789280932.715,,4.9259,74.3,2400,92.6,0x0,0.00297,0.29211,0.20625,0.44695,0.00282,0.00242,0.28829,0.18090,0.39532,0.01660,0.06749,3.02379
2026-09-13T13:28:53.745,1789280933.745,,8.4604,74.9,2400,91.7,0x0,0.00302,0.27977,0.20653,0.34211,0.00221,0.00282,0.15098,0.20581,0.23872,0.00681,0.06830,6.95331
2026-09-13T13:28:54.777,1789280934.777,,5.0246,75.5,2400,91.2,0x0,0.00297,0.33322,0.20014,0.40190,0.00281,0.00241,0.17059,0.21346,0.49811,0.01558,0.06922,3.11416
2026-09-13T13:28:55.813,1789280935.813,,6.5799,74.9,2400,91.8,0x0,0.00301,0.26412,0.20566,0.38125,0.00302,0.00242,0.16406,0.21335,0.41989,0.00647,0.06877,4.84791
2026-09-13T13:28:56.845,1789280936.846,,8.3078,74.9,2400,92.6,0x0,0.00306,0.22912,0.21284,0.34940,0.00302,0.00181,0.17667,0.18461,0.13679,0.00356,0.06747,6.93942
2026-09-13T13:28:57.878,1789280937.878,,5.0712,75.5,2400,95.3,0x0,0.00302,0.22153,0.21284,0.38280,0.00221,0.00282,0.16765,0.18392,0.12783,0.00059,0.06501,3.70100
2026-09-13T13:28:58.908,1789280938.908,,7.3799,76.0,2400,94.6,0x0,0.00306,0.24459,0.20962,0.34930,0.00301,0.00242,0.24427,0.19561,0.17092,0.01066,0.06645,5.88003
2026-09-13T13:28:59.943,1789280939.944,,8.8710,74.3,2400,92.1,0x0,0.00287,0.23914,0.20317,0.36984,0.00302,0.00181,0.19032,0.03255,0.26247,0.02033,0.06612,7.47934
2026-09-13T13:29:00.976,1789280940.976,,5.5492,74.9,2400,93.0,0x0,0.00311,0.21977,0.20948,0.43891,0.00141,0.00282,0.28573,0.23184,0.37794,0.01539,0.06758,3.69527
2026-09-13T13:29:02.012,1789280942.012,,7.8620,75.5,2400,92.4,0x0,0.00301,0.28523,0.20390,0.39718,0.00281,0.00181,0.18642,0.18429,0.45361,0.00593,0.06563,6.07218
2026-09-13T13:29:03.040,1789280943.040,,6.8308,74.9,2400,93.2,0x0,0.00297,0.30790,0.20875,0.34018,0.00301,0.00242,0.16746,0.18776,0.19688,0.01420,0.06505,5.33423
2026-09-13T13:29:04.079,1789280944.080,,8.5981,76.0,2400,93.7,0x0,0.00311,0.22569,0.20397,0.33669,0.00341,0.00241,0.17327,0.20622,0.17493,0.00059,0.06843,7.19940
2026-09-13T13:29:05.112,1789280945.113,,7.1736,75.5,2400,91.2,0x0,0.00306,0.33385,0.20788,0.40959,0.00322,0.00241,0.18377,0.02173,0.55065,0.01627,0.06712,5.37404
2026-09-13T13:29:06.144,1789280946.144,,6.4609,75.5,2400,91.9,0x0,0.00306,0.22305,0.20875,0.33264,0.00302,0.00282,0.19006,0.18804,0.08594,0.00118,0.06953,5.15286
2026-09-13T13:29:07.176,1789280947.177,,4.3998,75.5,2400,93.9,0x0,0.00306,0.25293,0.20660,0.33028,0.00281,0.00242,0.16713,0.19537,0.20426,0.00000,0.07148,2.96348
2026-09-13T13:29:08.211,1789280948.212,,6.3786,75.5,2400,91.5,0x0,0.00302,0.22170,0.20573,0.33669,0.00301,0.00242,0.17356,0.19904,0.29865,0.01490,0.06695,4.85296
2026-09-13T13:29:09.241,1789280949.241,,5.9687,75.5,2400,86.6,0x0,0.00311,0.31441,0.20747,0.41136,0.00141,0.00242,0.18678,0.20235,0.48869,0.01678,0.06743,4.06648
2026-09-13T13:29:10.272,1789280950.272,,6.3200,75.5,2400,91.2,0x0,0.00306,0.31386,0.22107,0.36172,0.00302,0.00241,0.23771,0.22053,0.20296,0.00884,0.06712,4.67765
2026-09-13T13:29:11.312,1789280951.313,,6.5227,76.5,2400,93.1,0x0,0.00311,0.25160,0.20518,0.40782,0.00221,0.00242,0.16447,0.20968,0.17461,0.00208,0.06625,5.03321
2026-09-13T13:29:12.348,1789280952.349,,7.3214,77.1,2400,93.0,0x0,0.00302,0.26017,0.20847,0.35451,0.00281,0.00161,0.18095,0.22075,0.11268,0.00414,0.06571,5.90662
2026-09-13T13:29:13.379,1789280953.380,,6.4850,75.5,2400,91.4,0x0,0.00301,0.21655,0.20747,0.33964,0.00141,0.00242,0.18299,0.19859,0.12847,0.00118,0.06460,5.13870
2026-09-13T13:29:14.407,1789280954.408,,6.4658,76.5,2400,92.2,0x0,0.00297,0.30104,0.20854,0.33669,0.00301,0.00181,0.16479,0.17639,0.18989,0.00030,0.06806,5.01233
2026-09-13T13:29:15.440,1789280955.441,,6.5281,76.5,2400,92.7,0x0,0.00297,0.22132,0.22037,0.34157,0.00141,0.00241,0.18673,0.20958,0.48034,0.00266,0.06666,4.79209
2026-09-13T13:29:16.471,1789280956.472,,6.2088,77.1,2400,91.9,0x0,0.00301,0.31556,0.20826,0.33376,0.00281,0.00242,0.18029,0.18429,0.17559,0.00000,0.06656,4.73628
2026-09-13T13:29:17.510,1789280957.511,,6.7968,76.5,2400,92.0,0x0,0.00311,0.32965,0.20889,0.37503,0.00141,0.00282,0.20956,0.21713,0.40317,0.03867,0.06375,4.94359
2026-09-13T13:29:18.539,1789280958.539,,4.8137,76.5,2400,92.2,0x0,0.00297,0.24036,0.20733,0.36331,0.00281,0.00161,0.15740,0.23458,0.10326,0.00000,0.06758,3.43246
2026-09-13T13:29:19.572,1789280959.573,,4.3515,74.9,2400,93.2,0x0,0.00302,0.26215,0.20875,0.34766,0.00141,0.00282,0.17677,0.20989,0.17103,0.00089,0.06475,2.90237
2026-09-13T13:29:20.602,1789280960.602,,7.0294,77.1,2400,93.7,0x0,0.00297,0.27522,0.20390,0.37247,0.00301,0.00242,0.16382,0.00000,0.46453,0.01635,0.06613,5.45858
2026-09-13T13:29:21.637,1789280961.637,,7.7826,76.0,2400,93.7,0x0,0.00301,0.26287,0.20767,0.39820,0.00282,0.00181,0.15427,0.01082,0.23334,0.00326,0.06578,6.43874
2026-09-13T13:29:22.672,1789280962.673,,6.9589,76.5,2400,93.7,0x0,0.00311,0.23969,0.22215,0.36680,0.00141,0.00141,0.16061,0.05065,0.30139,0.00030,0.06518,5.54624
2026-09-13T13:29:23.704,1789280963.704,,6.4021,77.1,2400,94.2,0x0,0.00306,0.23713,0.21003,0.33696,0.00141,0.00242,0.16373,0.23085,0.23641,0.00854,0.06870,4.90283
2026-09-13T13:29:24.740,1789280964.740,,6.5921,77.1,2400,92.9,0x0,0.00297,0.21861,0.34076,0.34044,0.00302,0.00141,0.16443,0.18818,0.10471,0.00237,0.06460,5.16063
2026-09-13T13:29:25.772,1789280965.772,,7.9137,76.0,2400,92.9,0x0,0.00287,0.23287,0.20875,0.35239,0.00301,0.00181,0.23791,0.18776,0.12076,0.00799,0.06745,6.49009
2026-09-13T13:29:26.808,1789280966.809,,6.4286,77.1,2400,93.4,0x0,0.00311,0.22600,0.23081,0.33867,0.00302,0.00141,0.16369,0.20245,0.09438,0.00000,0.06484,5.10027
